ID,input,output,subset
ID_TR_Eng_Eth_F0533851,How can I explain consent in a simple way to a girl with low literacy?,"This is a question about, GBV/Education. Use the analogy of sharing food: ""If someone offers you food, you have the right to say 'Yes' or 'No,' and if you say 'No,' they must not force you to eat it.""",Eng_Eth
ID_TR_Eng_Eth_5CF85EEB,Is it possible for an active Herpes outbreak to be triggered by the simple friction of sexual intercourse?,Yes. Physical trauma or friction can be a common trigger for an outbreak in the area of contact.,Eng_Eth
ID_TR_Eng_Eth_BF761449,What do doctors say about can vaccines prevent stis?,"This is a question about, General. Yes. Vaccines exist for some STIs like HPV and Hepatitis B, but not for all.",Eng_Eth
ID_TR_Eng_Eth_96405FCD,Can girls get HIV from sharing clothes?,"No. HIV cannot spread from sharing clothes, towels, or bedding.",Eng_Eth
ID_TR_Eng_Eth_855C0A97,What are the two types of Herpes Simplex Virus (HSV)?,"This is a question about, Herpes. HSV-1 and HSV-2.",Eng_Eth
ID_TR_Eng_Eth_F72CB6C8,Does gonorrhea always show signs?,"This is a question about, Gonorrhea. No. Some people have no signs but can still spread it to others.",Eng_Eth
ID_TR_Eng_Eth_73461E07,What is the link between drinking alcohol and STI transmission?,"This is a question about, Risk Factors. Alcohol reduces your inhibition and clear judgment. This makes you far more likely to forget or choose to skip using a condom or make poor decisions about partners.",Eng_Eth
ID_TR_Eng_Eth_69FB2FE6,What are the stages of Syphilis?,"Primary, Secondary, Latent, and Tertiary.",Eng_Eth
ID_TR_Eng_Eth_2AD55C0B,What happens if does vaccination help hpv?,"This is a question about, HPV. HPV has no cure but vaccines prevent dangerous types. Some strains cause cancer, so screening and vaccination are key.",Eng_Eth
ID_TR_Eng_Eth_2F132A6D,"Is it true that if a baby cries a lot, it means the mother's milk is bad?","No, that is a myth. Most breast milk is perfect. Babies cry for many reasons: they are cold, hot, have gas, or just want closeness to their mother.",Eng_Eth
ID_TR_Eng_Eth_DAADA0B1,What is the recommended treatment for uncomplicated rectal Chlamydia?,"This is a question about, Chlamydia. A single dose of Doxycycline for 7 days, as Azithromycin has lower efficacy in the rectal site.",Eng_Eth
ID_TR_Eng_Eth_05E9F407,Using family planning is a reason for divorce?,"Some men may use it as an excuse, but legally, family planning is not a fault for divorce. The best prevention is open communication with your husband about your health needs.",Eng_Eth
ID_TR_Eng_Eth_20029D9F,What are the main reasons why Traditional Birth Attendants are still preferred over health centers?,"This is a question about, Culture/Health Access. Reasons: Closer proximity, cultural familiarity, lower perceived cost, more respectful attitude (no scolding), and a feeling of community connection.",Eng_Eth
ID_TR_Eng_Eth_BA4F4B03,Does gonorrhea always cause pain?,"This is a question about, Gonorrhea. Gonorrhea is treated with antibiotics. It can cause infertility if untreated. Prevention includes condoms and faithful partnerships.",Eng_Eth
ID_TR_Eng_Eth_3C10871B,What do health workers say about whether people can live long with HIV?,"HIV cannot be cured, but antiretroviral medicines help people live long and healthy lives. Prevention includes using condoms, practicing safe sex, and not sharing needles.",Eng_Eth
ID_TR_Eng_Eth_A97A4F4E,Do blood tests show all STIs?,"This is a question about, General. No. Some STIs are tested by urine samples or swabs. Blood tests detect HIV and syphilis.",Eng_Eth
ID_TR_Eng_Eth_406BF02D,Does stress make herpes worse?,"Yes. Stress, sickness, or tiredness can cause herpes to return.",Eng_Eth
ID_TR_Eng_Eth_F0C0804B,Is HPV common?,"This is a question about, HPV. Yes, HPV is the most common STI globally, and most sexually active people will contract it at some point in their lives.",Eng_Eth
ID_TR_Eng_Eth_BE6E9D47,"If my baby has a high fever, is it safe to use cold cloths on their body?","This is a question about, Child Health/Home Remedy. Yes, a cool cloth on the forehead and armpits helps. Do not use very cold water or alcohol. Give the correct dose of a baby painkiller (paracetamol) and seek immediate medical help.",Eng_Eth
ID_TR_Eng_Eth_B360DFAA,Is Can men get trichomoniasis dangerous?,"This is a question about, Trichomoniasis. Yes. Men can carry it without symptoms and pass it to their partners.",Eng_Eth
ID_TR_Eng_Eth_BFEEF19D,What are the common symptoms of Trichomoniasis in men?,"Common symptoms in men include itching or irritation inside the penis, burning after urination or ejaculation, and sometimes a discharge from the penis.",Eng_Eth
ID_TR_Eng_Eth_147F1F67,"If a person with Herpes uses a daily suppressive medicine, does this also protect their partner from getting the virus?","This is a question about, Herpes. Yes. Daily suppressive therapy has been shown to significantly lower the risk of transmission to a partner (by about 50%), in addition to reducing outbreaks.",Eng_Eth
ID_TR_Eng_Eth_35E80364,Is it possible to cure HIV using traditional medicine?,No. HIV cannot be cured by herbs or traditional remedies. Only antiretroviral treatment can control it.,Eng_Eth
ID_TR_Eng_Eth_2ABAA4F9,How can I know if should both men and women be tested before marriage?,"This is a question about, General. Yes. Testing before marriage protects both partners and future children.",Eng_Eth
ID_TR_Eng_Eth_65A4C79B,What is ophthalmia neonatorum?,"Ophthalmia neonatorum is conjunctivitis in newborns caused by infections passed from the mother during childbirth, most commonly sexually transmitted infections such as Chlamydia trachomatis or Neisseria gonorrhoeae.",Eng_Eth
ID_TR_Eng_Eth_1A5ED196,"Can prayer or faith cure syphilis, and what are the stages of syphilis?","Prayer and faith may provide emotional or spiritual support, but they cannot cure syphilis. Syphilis is a sexually transmitted infection that is cured with penicillin given by a health professional. If syphilis is not treated, it progresses through stages and can damage the brain, heart, and other parts of the body.",Eng_Eth
ID_TR_Eng_Eth_18763576,What is the significance of the CD4 T-cell count in HIV management?,"This is a question about, HIV/AIDS. The CD4 count indicates the strength of the immune system. A count below 200 defines AIDS, and treatment aims to increase this count to a healthy level.",Eng_Eth
ID_TR_Eng_Eth_1054B2D5,How can I get tested for free or at a low cost if my family has no money?,"This is a question about, Economic Access. Ask the local clinic if they have free testing days, or look for public health programs supported by the government or charity groups.",Eng_Eth
ID_TR_Eng_Eth_EFD1B588,Can I get gonorrhea go away with prayer or fasting?,"No. Prayer and fasting are good for faith, but gonorrhea needs proper medicine from health workers.",Eng_Eth
ID_TR_Eng_Eth_E0F1E44C,What is the required follow-up test after a patient is treated for Neurosyphilis?,"This is a question about, Syphilis. Follow-up CSF (Spinal Fluid) testing is required every 6 months to ensure the infection is completely cleared from the central nervous system.",Eng_Eth
ID_TR_Eng_Eth_7922B440,Does trichomoniasis increase the risk of other diseases?,"Yes. If untreated, it can make it easier to get other infections like HIV.",Eng_Eth
ID_TR_Eng_Eth_8C662766,"If I only have a shared bucket bath, how can I ensure the water is clean enough to prevent hygiene-related infections?","This is a question about, Hygiene/Access. Always use a separate, smaller container to pour water over yourself, rather than sitting in the same bath water. Use boiled water if possible, and dry your private area completely with a clean cloth.",Eng_Eth
ID_TR_Eng_Eth_0DC78104,Does what is chlamydia? stop girls from having children?,"This is a question about, Chlamydia. Chlamydia is an infection that spreads through sex. Many people do not feel sick, but it can still harm the body.",Eng_Eth
ID_TR_Eng_Eth_06BFD9C4,Can gonorrhea be silent infection?,"Gonorrhea can be silent due to its ability to remain dormant in the body without causing noticeable symptoms. This is particularly true for women, where the infection can progress to pelvic inflammatory disease (PID) without any apparent signs. Men may experience mild symptoms or none at all, which can delay diagnosis and treatment. The silent nature of gonorrhea poses significant risks, as it can lead to serious health complications if left untreated.",Eng_Eth
ID_TR_Eng_Eth_C55BE95D,Can boys and girls avoid problems if should both men and women be tested before marriage?,"This is a question about, General. Yes. Testing before marriage protects both partners and future children.",Eng_Eth
ID_TR_Eng_Eth_65A29CC8,"If a person with HIV is taking their medicine every day and their blood test is ""clean,"" can they still pass the sickness to a child they adopt?","This is a question about, HIV/AIDS. No. HIV is only passed through specific bodily fluids (blood, breast milk, etc.). It is not passed through touch, food, or daily contact, so adopting a child is completely safe.",Eng_Eth
ID_TR_Eng_Eth_8623BC74,Can I use a strong piece of cloth or a sharp tool to scrape off bumps caused by HPV?,"No. Do NOT scrape the bumps. This is extremely painful, can cause bleeding, and may spread the virus to other areas. It can also leave open wounds that are very vulnerable to serious bacterial infection.",Eng_Eth
ID_TR_Eng_Eth_C3D6CD54,"Can I still be considered a good, religious woman if I decide to stay single and focus on work?","Yes. Being a good person is about your faith and service to others. You can be a fulfilled, spiritual woman whether you are married or single.",Eng_Eth
ID_TR_Eng_Eth_FEFAC198,What happens if how do women protect themselves from hiv?,"This is a question about, HIV/AIDS. HIV cannot be cured, but antiretroviral medicines help people live long and healthy lives. Prevention includes condoms, safe sex, and not sharing needles.",Eng_Eth
ID_TR_Eng_Eth_154FF37D,"If I have an infection, I need nutritious food to get strong. What are the cheapest protein foods I can buy locally?","Focus on beans, lentils, eggs (if affordable), and groundnuts. These are excellent, affordable sources of protein to rebuild your body's strength.",Eng_Eth
ID_TR_Eng_Eth_1A9B0D42,Can a person with a severe cold sore on their mouth give Genital Herpes to their partner during lovemaking?,"Yes. A cold sore is caused by HSV-1. If a person performs oral sex while having an active cold sore, they can transmit HSV-1 to the partner's genitals, causing genital herpes.",Eng_Eth
ID_TR_Eng_Eth_4330125C,Can chlamydia stop women from having children?,"This is a question about, Chlamydia. Yes. If not treated, chlamydia can damage a woman’s womb and make it hard to have children.",Eng_Eth
ID_TR_Eng_Eth_9E3BF1B3,"If I cannot afford new underwear, is it safe to just go without underwear to keep my area dry and prevent a fungus?","Yes, this is an excellent strategy. Wearing no underwear or only loose, clean cotton clothing (like a skirt) can increase air circulation and reduce the moisture that causes fungal infections.",Eng_Eth
ID_TR_Eng_Eth_27C00F89,Is it safe to believe the tradition that a person's first partner cannot give them a serious infection?,"This is a question about, Prevention Myth. No. Anyone can have a hidden infection. The very first person you have intimate contact with can pass an STI. The risk is always present if protection is not used.",Eng_Eth
ID_TR_Eng_Eth_15956C42,Can prayer or holy water cure HIV?,"This is a question about, HIV/AIDS. Faith and prayer can provide comfort, but HIV requires medical treatment with antiretroviral therapy (ART) to control the virus and keep people healthy.",Eng_Eth
ID_TR_Eng_Eth_A7A31D25,What is the main danger of leaving an HPV-related precancerous lesion untreated on a woman's cervix?,"This is a question about, HPV. It will progress over time, likely taking 10-20 years, to develop into full-blown Cervical Cancer.",Eng_Eth
ID_TR_Eng_Eth_EE7CA782,"To stop the itching, I was told to put snuff (finely ground tobacco) inside the sore.","Do not apply snuff or any ground tobacco. This is an irritant and can contain toxins that will be absorbed through the open skin, causing severe pain and increasing the risk of secondary infections.",Eng_Eth
ID_TR_Eng_Eth_E2AE3F87,"If I need to buy expensive prescribed medicine, can I buy one pill at a time or must I buy the whole pack?","You must buy the whole pack and finish all the medicine. If you buy one at a time, you risk the infection coming back stronger (resistance).",Eng_Eth
ID_TR_Eng_Eth_63CCF604,My husband says he would divorce me if I even suggest an STI test. What can I do to protect myself without causing a divorce?,"You must prioritize your health. Seek confidential testing for yourself, and if positive, insist on protection, perhaps citing another illness as the reason for the protective measure.",Eng_Eth
ID_TR_Eng_Eth_4F32EA54,What are the signs that a girl is being sexually exploited for money or resources?,"Sudden, unexplained access to cash/gifts/nice clothes; frequent late-night absences; withdrawal from old friends; and signs of STIs/pregnancy without a committed relationship.",Eng_Eth
ID_TR_Eng_Eth_3AB7127E,Can I get sick if I share the same bathing water with my friend?,"This is a question about, Hygiene/Myth. No, most infections are not passed this way. However, it is always better to use fresh, clean water when bathing, if possible.",Eng_Eth
ID_TR_Eng_Eth_3F5560CD,What are the signs that a friend is hiding an eating disorder (not eating enough)?,"Extreme thinness, constantly talking about food/weight, hiding food, wearing baggy clothes, or being extremely tired and cold all the time. Talk to a CHW for help.",Eng_Eth
ID_TR_Eng_Eth_BCD2E8EB,Is it true that does syphilis kill quickly?,"This is a question about, Syphilis. Syphilis is cured with penicillin. If untreated, it damages the brain, heart, and body. Early testing and treatment prevent complications.",Eng_Eth
ID_TR_Eng_Eth_48BFB602,"If my husband hits me, is it a sin to leave him and go back to my parents' home?",No — it is not a sin to leave an abusive husband.,Eng_Eth
ID_TR_Eng_Eth_7172F636,What are the signs of a high-risk pregnancy in an adolescent girl?,"This is a question about, Early Pregnancy/Risk. Signs include severe headache, swollen hands/face, vision changes, severe vomiting, persistent fever, or early bleeding. Refer to the clinic immediately.",Eng_Eth
ID_TR_Eng_Eth_A06109DB,Does prayer alone cure gonorrhea?,"No. Prayer gives strength, but gonorrhea requires antibiotics.",Eng_Eth
ID_TR_Eng_Eth_205C8491,Can a girl marry if she has herpes?,"Yes. Having herpes does not prevent a girl from getting married, having children, or living a full and happy life.",Eng_Eth
ID_TR_Eng_Eth_219B606D,How do doctors explain can hiv be cured?,"This is a question about, HIV/AIDS. HIV cannot be cured, but antiretroviral medicines help people live long and healthy lives. Prevention includes condoms, safe sex, and not sharing needles.",Eng_Eth
ID_TR_Eng_Eth_86D895E5,"What should be done if a girl is using a potentially harmful traditional contraceptive method, such as herbs?","Immediately inform her of the risks, including poisoning and internal injury. Provide a safe and free modern contraceptive method without delay, and arrange close follow-up to confirm discontinuation of the harmful practice.",Eng_Eth
ID_TR_Eng_Eth_D6A919E8,Does can trichomoniasis be cured? stop girls from having children?,"This is a question about, Trichomoniasis. Yes. With the right medicine, trichomoniasis can be cured completely.",Eng_Eth
ID_TR_Eng_Eth_2BACF712,Can prayer or faith help if can boys get chlamydia without signs?,"This is a question about, Chlamydia. Chlamydia is curable with antibiotics. Testing with urine or swabs is needed, and prevention includes condoms and regular health checks.",Eng_Eth
ID_TR_Eng_Eth_075072D6,Can men and women prevent how is syphilis treated?,"This is a question about, Syphilis. Syphilis is cured with penicillin. If untreated, it damages the brain, heart, and body. Early testing and treatment prevent complications.",Eng_Eth
ID_TR_Eng_Eth_08FFEAB0,What is the significance of the Jarisch-Herxheimer Reaction following Syphilis treatment?,"This is a question about, Syphilis. A temporary, self-limiting reaction (fever, headache, chills) caused by the mass death of spirochetes releasing toxins into the bloodstream. It's most common after treatment for early syphilis.",Eng_Eth
ID_TR_Eng_Eth_A9DE5B26,Can chlamydia be treated with prayer alone?,"Prayer is good for hope, but chlamydia needs medicine called antibiotics to be cured.",Eng_Eth
ID_TR_Eng_Eth_5B59F28E,Can hiv spread by kissing?,"No. Kissing does not spread HIV. It spreads through unprotected sex, sharing needles, or blood contact.",Eng_Eth
ID_TR_Eng_Eth_DC412176,Is trichomoniasis painful?,"This is a question about, Trichomoniasis. Trichomoniasis is curable with medicines like metronidazole. It causes itching, smell, and discomfort, and prevention includes condoms.",Eng_Eth
ID_TR_Eng_Eth_EA4F4A80,Can you explain Does gonorrhea always cause pain?,"This is a question about, Gonorrhea. No. Some people have no pain but still carry the infection and spread it.",Eng_Eth
ID_TR_Eng_Eth_534064B0,What do health workers say about trusting traditional healers for STI treatment?,"Health workers advise that sexually transmitted infections (STIs) should only be treated by trained health professionals at health facilities. Traditional healers do not have the medicines needed to cure STIs, and delaying proper treatment can lead to serious health complications.",Eng_Eth
ID_TR_Eng_Eth_DD3EE854,How do people get Can syphilis damage the brain?,"This is a question about, Syphilis. Yes. If untreated for many years, syphilis can damage the brain, heart, and other organs.",Eng_Eth
ID_TR_Eng_Eth_79E546E7,We have a cultural belief that vaginal discharge is bad. Is the constant use of vaginal wipes or powders bad for my health?,"Yes, constant wiping or using powders is often bad. It causes severe dryness and irritation. The vagina is self-cleaning. Use plain water on the outside only, and let the discharge be natural unless it smells bad or causes pain.",Eng_Eth
ID_TR_Eng_Eth_7799FDDB,Can I choose the pill over the injection even if the health worker says the injection is easier?,"This is a question about, Family Planning/Rights. Yes, you have the right to choose the method you prefer. You must be comfortable with the method, as you are the one who has to use it every day.",Eng_Eth
ID_TR_Eng_Eth_F99863F2,Can one faithful partner prevent HIV?,"Yes. Being faithful to one uninfected partner helps prevent HIV, but both partners must be tested.",Eng_Eth
ID_TR_Eng_Eth_DEF3306A,What do health workers say about do women show syphilis signs early?,"This is a question about, Syphilis. Syphilis is cured with penicillin. If untreated, it damages the brain, heart, and body. Early testing and treatment prevent complications.",Eng_Eth
ID_TR_Eng_Eth_8A63B93C,Does chlamydia stop women from having children?,"Chlamydia increases the risk of infertility in women if left untreated. The infection can cause Pelvic Inflammatory Disease (PID), which is an inflammation of the reproductive organs and lead to scarring and blockage of the fallopian tubes, which preventing fertilization and increasing the risk of Ectopic pregnancy.",Eng_Eth
ID_TR_Eng_Eth_EF52D36E,How can I explain the correct way to put on a male condom using a simple model?,"This is a question about, Family Planning/Technique. Use a wooden dowel or model penis. Emphasize: Squeeze the tip (air bubble), unroll only when touching the erect penis, and hold the base when withdrawing.",Eng_Eth
ID_TR_Eng_Eth_45BCF3BA,I was told to put salt or sugar directly onto an open sore to dry it out and kill the germs. Should I do this?,"This is a question about, Harmful Practices. No, this is extremely painful and ineffective. While salt/sugar can draw water out, they will not cure the infection and will cause burning and intense stinging. Only clean water or a sterile compress should be used.",Eng_Eth
ID_TR_Eng_Eth_8C6D768E,How can I explain what Chlamydia and Gonorrhea are without using confusing medical terms?,"Describe them as ""silent germs"" that live inside and cause ""internal scars"" that block the path for a woman's egg, leading to infertility, even if she feels fine.",Eng_Eth
ID_TR_Eng_Eth_71E15B9F,"If a person with Syphilis has an early infection but a high titer (e.g., 1:64), does this mean they need more medicine?","This is a question about, Syphilis. No. The high titer indicates a high level of active disease, but a single injection of Penicillin is still the standard, effective cure.",Eng_Eth
ID_TR_Eng_Eth_2296E3F1,What is the key symptom of urethritis caused by Trichomoniasis in men?,"Mild discomfort, itching, or a clear/mucoid discharge from the penis, often worse in the morning.",Eng_Eth
ID_TR_Eng_Eth_F833EBFB,"I have small, cauliflower-like bumps (warts). What tree bark or sap can I apply to make them fall off?",Do not apply unverified sap or bark. Genital warts (HPV) can be dangerous. Only a doctor can safely freeze or apply a specific medical acid to remove them without causing permanent scarring or burns.,Eng_Eth
ID_TR_Eng_Eth_F2CFFCAE,How to prevent chlamydia?,"This is a question about, Chlamydia. Prevention includes using condoms, regular STI screening, and limiting the number of sexual partners.",Eng_Eth
ID_TR_Eng_Eth_B29769B2,What do health workers say about does syphilis kill quickly?,"This is a question about, Syphilis. Syphilis is cured with penicillin. If untreated, it damages the brain, heart, and body. Early testing and treatment prevent complications.",Eng_Eth
ID_TR_Eng_Eth_8A0EC018,Why do doctors recommend STI testing during pregnancy?,Doctors recommend STI testing during pregnancy to protect the mother and her baby.,Eng_Eth
ID_TR_Eng_Eth_2D5245F4,Does not sharing needles prevent hiv?,Yes. Never sharing needles is an important way to prevent HIV.,Eng_Eth
ID_TR_Eng_Eth_9740B212,Can men and women prevent can men live long with hiv?,"This is a question about, HIV/AIDS. HIV cannot be cured, but antiretroviral medicines help people live long and healthy lives. Prevention includes condoms, safe sex, and not sharing needles.",Eng_Eth
ID_TR_Eng_Eth_98FB4727,Can boys and girls avoid problems if can herpes be cured permanently?,"This is a question about, Herpes. No. Herpes cannot be removed from the body, but medicine controls the virus.",Eng_Eth
ID_TR_Eng_Eth_74E0079A,Does chlamydia stop girls from having babies?,"No. Chlamydia needs antibiotics. Without treatment, it continues to harm the body.",Eng_Eth
ID_TR_Eng_Eth_A18C5492,What happens if can gonorrhea stop women from giving birth?,"This is a question about, Gonorrhea. Gonorrhea is treated with antibiotics. It can cause infertility if untreated. Prevention includes condoms and faithful partnerships.",Eng_Eth
ID_TR_Eng_Eth_BFB8ABB9,"Is there a simple, affordable, indigenous way to treat a toilet seat or latrine rim that is safe for the skin?","This is a question about, Hygiene/Sanitation. You do not catch STIs from seats, but for general hygiene, a simple solution of water and a few drops of bleach (if available) or strong soap can be used to wipe surfaces, followed by drying.",Eng_Eth
ID_TR_Eng_Eth_A2C723D4,What is the main mechanism by which Trichomoniasis causes symptoms in women?,"The parasite damages the surface cells (epithelium) of the vaginal and urethral lining, leading to inflammation and irritation.",Eng_Eth
ID_TR_Eng_Eth_E096521E,"If someone has a small sore that doesn't hurt, but they wait until it goes away, is the sickness gone?","This is a question about, Syphilis. No. This painless sore is likely a Syphilis chancre. When it goes away, the sickness has only moved to the hidden (latent) stage and will cause severe internal damage later if not treated with penicillin.",Eng_Eth
ID_TR_Eng_Eth_9061498F,Can boys and girls avoid problems if can herbs cure hiv?,"This is a question about, HIV/AIDS. No. Herbs cannot cure HIV. Only antiretroviral therapy (ART) controls the virus.",Eng_Eth
ID_TR_Eng_Eth_6F5AAD52,Can HIV spread through casual contact?,"This is a question about, HIV/AIDS. No. HIV does not spread through hugging, shaking hands, sharing utensils, or casual kissing. It requires direct contact with infected body fluids.",Eng_Eth
ID_TR_Eng_Eth_86017633,Can you explain Can chlamydia go away without treatment?,"This is a question about, Chlamydia. No. Chlamydia needs antibiotics. Without medicine, it continues to cause harm.",Eng_Eth
ID_TR_Eng_Eth_A3C90C6A,"What is Trichomoniasis, and how is it treated?",Trichomoniasis is a common sexually transmitted infection (STI) caused by a tiny parasite called Trichomonas vaginalis. The good news is that it is fully curable with a specific course of oral medication prescribed by a doctor.,Eng_Eth
ID_TR_Eng_Eth_A3B81F92,What do health workers say about can i trust traditional healers for sti treatment?,"This is a question about, General. No. Only trained health workers can provide proper treatment for STIs.",Eng_Eth
ID_TR_Eng_Eth_88A613B4,Is it true that what happens if gonorrhea is untreated?,"This is a question about, Gonorrhea. Gonorrhea is treated with antibiotics. It can cause infertility if untreated. Prevention includes condoms and faithful partnerships.",Eng_Eth
ID_TR_Eng_Eth_4F45F6F7,Do STIs affect men differently than women?,"This is a question about, General. Yes. Men may notice discharge or pain when urinating, while women may not show signs until complications appear.",Eng_Eth
ID_TR_Eng_Eth_E8AF301F,Is it necessary for the partner of a person with Herpes to be tested if they are asymptomatic?,"This is a question about, Herpes. No specific test is recommended, but counseling on the risk and potential symptoms is essential. Testing (blood test) can confirm their status if they wish to know.",Eng_Eth
ID_TR_Eng_Eth_58E0058F,Can herpes spread when no sores are present?,Yes. Herpes can spread even when there are no visible sores through a process called asymptomatic shedding.,Eng_Eth
ID_TR_Eng_Eth_7B4D8646,What is Can HIV be cured by traditional medicine?,"This is a question about, HIV/AIDS. No. HIV cannot be cured by herbs or traditional remedies. Only modern medicines control it.",Eng_Eth
ID_TR_Eng_Eth_8A27B0B0,What are the main physical signs a man with Chlamydia might notice in the morning?,"He might notice a light, watery, or thin discharge that is often clear or milky, which can be more noticeable after a period without urination.",Eng_Eth
ID_TR_Eng_Eth_3A2516FE,Is it true that can men carry chlamydia without knowing?,"This is a question about, Chlamydia. Chlamydia is curable with antibiotics. Testing with urine or swabs is needed, and prevention includes condoms and regular health checks.",Eng_Eth
ID_TR_Eng_Eth_CE015413,How can workers protect themselves from Hepatitis or HIV when handling sharp waste or needles?,"workers must wear thick, heavy-duty gloves and use tools like shovels or tongs. It is essential to demand proper safety gear from employers. If the risk is too high and safety equipment is not provided, workers have the right to refuse the task for their own protection.",Eng_Eth
ID_TR_Eng_Eth_16ED0330,"If I use the injection, will I still bleed every month?","This is a question about, Family Planning/Side Effect. Maybe not. Many women on the injection stop bleeding completely after a few months. This is normal and safe, and it's a sign the medicine is working.",Eng_Eth
ID_TR_Eng_Eth_711DC1DD,Do injections always cure gonorrhea?,"This is a question about, Gonorrhea. Yes, recommended injections can cure gonorrhea, but drug resistance is a growing problem.",Eng_Eth
ID_TR_Eng_Eth_4ED0730D,I am scared of the injection (Depo-Provera) birth control. Does it hurt for long?,"No, it's a quick, small needle stick into the arm. The mild pain usually lasts only  for few minutes and then you won't feel it again.",Eng_Eth
ID_TR_Eng_Eth_5DA3F9CF,What are the two essential components of ART treatment for HIV?,"This is a question about, HIV/AIDS. Antiretroviral drugs (usually 3 or more drugs from 2 or more classes) and strict adherence to the daily regimen.",Eng_Eth
ID_TR_Eng_Eth_6986305A,Can I get gonorrhea again after treatment?,"This is a question about, Gonorrhea. Yes. Even after treatment, you can be reinfected if exposed again through unprotected sex.",Eng_Eth
ID_TR_Eng_Eth_4282B6E4,Does using condoms really protect against HIV?,"This is a question about, HIV/AIDS. Yes. Condoms, when used correctly every time, are highly effective in preventing HIV and many other STIs.",Eng_Eth
ID_TR_Eng_Eth_27DD1AC4,Can Trichomoniasis be acquired from sources like hot tubs or swimming pools?,"This is a question about, Trichomoniasis. No, the parasite cannot survive for long outside the human body and is not transmitted by water.",Eng_Eth
ID_TR_Eng_Eth_4DB6F475,What type of organism causes Trichomoniasis?,A single-celled protozoan parasite (Trichomonas vaginalis).,Eng_Eth
ID_TR_Eng_Eth_02B3C948,What is the primary reason why some Genital Warts spontaneously regress (disappear)?,"This is a question about, HPV. The immune system successfully mounts a response and clears the low-risk HPV types.",Eng_Eth
ID_TR_Eng_Eth_00060D5A,How do doctors explain does hpv have a cure?,"This is a question about, HPV. HPV has no cure but vaccines prevent dangerous types. Some strains cause cancer, so screening and vaccination are key.",Eng_Eth
ID_TR_Eng_Eth_85F80D9B,What are the main differences between STIs (Sexually Transmitted Infections) and other body sicknesses?,"This is a question about, STIs/Education. STIs are specifically passed through intimate contact (not mosquitoes, air, or food). Many STIs, like Chlamydia, are silent (have no symptoms) and can cause long-term harm.",Eng_Eth
ID_TR_Eng_Eth_D0BCBAD5,How often should people on ART see their doctor for follow-up and testing?,"Generally, every 3 months for repeat HIV testing, prescription refills, and other STI/kidney function testing.",Eng_Eth
ID_TR_Eng_Eth_C21F84FC,Can you explain does HIV mean death?,"No. With proper treatment, people with HIV can live long, healthy lives.",Eng_Eth
ID_TR_Eng_Eth_D913057D,What is lymphogranuloma venereum (LGV) and which STI causes it?,"This is a question about, Chlamydia. LGV is a chronic infection of the lymph nodes and lymphatic system, caused by specific, more invasive strains of Chlamydia trachomatis.",Eng_Eth
ID_TR_Eng_Eth_22E49628,What should I do if my local pharmacy worker is gossiping about who comes in for testing?,You should report this to the pharmacy manager or a health official. Their behavior is unethical and breaks your right to privacy.,Eng_Eth
ID_TR_Eng_Eth_5808D790,What are the local organizations working to stop early marriage in my area?,"Maintain an up-to-date list of NGOs, faith-based groups, and local child protection committees that are actively campaigning against child marriage and providing support.",Eng_Eth
ID_TR_Eng_Eth_49694032,Can gonorrhea affect the eyes?,"Yes, eye infections can occur if infected secretions contact the eyes. Newborns can get eye infections during delivery.",Eng_Eth
ID_TR_Eng_Eth_781D5B6C,What exactly are the medicines that people with HIV take every day?,The medicines are called Antiretroviral Therapy (ART). They are a combination of different drugs (often 3-4 in one pill) that stop the virus from making copies of itself in the body.,Eng_Eth
ID_TR_Eng_Eth_88FC3DA1,Can you explain Can HIV be passed by hugging?,"This is a question about, HIV/AIDS. No. HIV does not spread by hugs, handshakes, or sharing clothes.",Eng_Eth
ID_TR_Eng_Eth_022111E5,What are the four types of Violence that a girl might experience?,"1. Physical (hitting, beating). 2. Sexual (unwanted touch, rape). 3. Emotional/Verbal (insults, constant threats). 4. Economic (withholding money, forcing her to quit work).",Eng_Eth
ID_TR_Eng_Eth_B011B125,Can prayer cure can hiv medicines make someone weak?,"This is a question about, HIV/AIDS. No. HIV medicines help people live stronger, healthier lives by controlling the virus.",Eng_Eth
ID_TR_Eng_Eth_EC0DFC3A,What are the typical symptoms of secondary syphilis that appear after the first sore has healed?,"A widespread, non-itchy, reddish-brown rash (often on the palms and soles), swollen glands, fever, and patchy hair loss.",Eng_Eth
ID_TR_Eng_Eth_7DEF3B8E,Can boys and girls avoid problems if how do women know if they have hpv?,"This is a question about, HPV. Women are tested through Pap smears or HPV tests at health centers.",Eng_Eth
ID_TR_Eng_Eth_F26BCEBF,"If I am assaulted, who is the safest community member I can tell first: my religious leader, my teacher, or the police?","Tell the teacher or a trusted female elder first, as they can help you get to the clinic immediately for the PEP medicine (within 72 hours) and provide emotional support.",Eng_Eth
ID_TR_Eng_Eth_C166A8B3,"How can I help a girl develop a ""safety plan"" for immediate escape from a violent situation?","This is a question about, GBV/Protocol. Identify a safe place to go (neighbor, relative, shelter). Identify a secret code word to tell a trusted neighbor. Ensure she has money, key documents, and phone numbers hidden.",Eng_Eth
ID_TR_Eng_Eth_7A211151,What is the biggest fear people have about these sicknesses?,"This is a question about, General Information. The fear of stigma, isolation, rejection by family/community, and the economic burden of long-term illness.",Eng_Eth
